Employee_ID,Work_Arrangement,Department,Job_Level,Years_Experience,Company_Size,Region,Meeting_Hours_Weekly,Commute_Minutes_Daily,Focus_Hours_Daily,Communication_Tool,Project_Tool,Focus_Score,Collaboration_Score,Innovation_Score,Work_Life_Balance_Score,Burnout_Risk_Percent,Satisfaction_Score,Tasks_Completed_Weekly,Response_Time_Hours,Survey_Date
c33631dc,Remote,Marketing,Mid,2,Enterprise (5000+),Europe,2.9,0,8.0,Zoom,Monday.com,9.4,5.9,7.6,9.8,17,7.7,48,5.4,2025-12-30
9e4dfbe8,Hybrid,Customer Support,Lead,8,Medium (200-1000),Americas,10.0,31,5.9,Discord,Jira,8.1,7.3,4.6,6.7,40,5.3,27,0.5,2025-08-18
8285281f,Office,Engineering,Mid,2,Medium (200-1000),Americas,8.4,81,5.5,Microsoft Teams,Linear,6.0,5.8,6.8,7.5,30,7.1,19,3.9,2025-08-26
28dcde43,Office,HR,Junior,0,Medium (200-1000),Americas,13.1,79,5.0,Google Meet,Notion,4.9,7.8,9.7,5.0,44,5.2,29,1.4,2025-11-28
baca06d4,Office,Operations,Manager,12,Enterprise (5000+),Americas,10.0,37,6.0,Discord,Jira,5.3,5.7,5.3,6.1,11,7.1,21,3.0,2025-10-24
fe90669c,Remote,Operations,Director,16,Enterprise (5000+),Europe,3.3,0,8.0,Discord,Notion,6.0,5.2,6.6,10.0,2,8.8,25,5.5,2025-12-02
04ea6f91,Office,Customer Support,Director,10,Small (50-200),Americas,11.4,21,5.8,Microsoft Teams,Monday.com,6.7,9.7,9.1,8.2,52,6.3,22,1.1,2025-10-23
655c70d6,Hybrid,Engineering,Junior,0,Medium (200-1000),Europe,11.9,44,5.1,Slack,Asana,7.9,8.2,7.6,7.0,22,8.9,32,4.3,2025-10-18
581140bb,Hybrid,Marketing,Senior,6,Small (50-200),Americas,6.4,33,7.1,Zoom,Linear,6.5,5.3,6.2,9.6,24,7.8,26,4.3,2025-10-23
605ac1bd,Remote,Product,Lead,6,Small (50-200),Europe,7.1,0,8.0,Microsoft Teams,Asana,9.2,3.5,7.1,7.4,34,7.8,35,4.8,2025-11-01
4beb31b9,Office,Operations,Manager,7,Enterprise (5000+),Middle East/Africa,8.8,21,5.3,Google Meet,Jira,6.5,8.1,8.1,6.5,7,8.2,18,1.9,2025-10-14
3efd2929,Office,Customer Support,Mid,2,Small (50-200),Europe,8.6,35,5.8,Slack,Trello,6.1,6.0,8.1,6.3,36,6.0,28,2.2,2025-08-01
59818332,Office,Marketing,Senior,5,Medium (200-1000),Europe,7.8,73,7.1,Zoom,Jira,5.2,6.5,6.6,5.1,32,6.6,38,1.4,2025-08-08
4c85beef,Remote,Sales,Lead,11,Small (50-200),Europe,2.4,0,8.0,Slack,Trello,8.6,4.7,7.7,7.8,51,6.6,39,4.3,2025-11-12
aba3d9a6,Remote,Finance,Senior,4,Enterprise (5000+),Americas,6.2,0,8.0,Discord,Monday.com,5.7,6.8,6.6,7.9,16,8.3,29,3.0,2025-09-08
e267bca7,Office,Marketing,Mid,3,Medium (200-1000),Middle East/Africa,6.8,25,5.7,Microsoft Teams,Monday.com,6.0,9.4,7.0,6.5,24,7.4,27,4.2,2025-12-20
4d6d500f,Office,Finance,Junior,0,Small (50-200),Americas,6.3,87,6.0,Microsoft Teams,Asana,3.2,6.6,9.0,5.9,14,5.8,20,3.4,2025-10-12
e667a9c0,Remote,Marketing,Senior,6,Small (50-200),Americas,7.8,0,7.8,Google Meet,Jira,9.0,6.7,7.5,6.8,32,6.0,34,5.8,2025-08-03
f2c5d275,Office,Operations,Lead,7,Large (1000-5000),Asia-Pacific,8.7,79,5.4,Zoom,Linear,5.6,9.2,8.3,9.4,14,7.9,18,4.2,2026-01-21
50012019,Remote,Product,Mid,3,Enterprise (5000+),Europe,5.1,0,8.0,Discord,Trello,7.0,5.2,2.5,9.8,7,8.7,23,4.3,2025-10-02
24fab92a,Hybrid,Operations,Senior,7,Small (50-200),Asia-Pacific,4.6,36,7.6,Slack,Monday.com,7.5,7.0,8.2,7.2,31,10.0,24,4.3,2025-12-25
d78db23a,Remote,Sales,Senior,9,Startup (<50),Middle East/Africa,7.3,0,7.4,Slack,Trello,9.5,7.3,6.0,8.6,13,9.5,39,5.1,2026-01-09
16854e20,Office,Product,Junior,0,Large (1000-5000),Americas,14.4,43,4.4,Slack,Trello,5.8,10.0,8.2,2.8,40,4.1,35,1.2,2025-11-12
beba6bc1,Hybrid,HR,Senior,9,Startup (<50),Americas,9.4,36,5.7,Microsoft Teams,Jira,6.7,7.0,8.4,4.1,18,5.9,26,3.4,2025-09-07
854595e2,Remote,Sales,Manager,8,Startup (<50),Asia-Pacific,5.1,0,8.0,Slack,Trello,8.3,4.3,8.1,8.8,17,8.8,28,5.2,2025-08-04
5b239865,Remote,Engineering,Lead,11,Enterprise (5000+),Americas,3.4,0,8.0,Discord,Asana,6.6,8.6,7.3,6.4,35,8.1,12,5.2,2025-12-10
9e05c9d4,Office,Customer Support,Mid,3,Small (50-200),Middle East/Africa,10.8,56,5.4,Microsoft Teams,Jira,5.8,7.3,7.5,5.8,49,6.6,35,3.2,2025-08-01
596a9b59,Remote,Customer Support,Director,17,Startup (<50),Americas,2.4,0,8.0,Slack,Asana,8.5,6.7,3.2,7.4,27,7.6,28,5.0,2025-11-30
9db5e992,Remote,Operations,Lead,9,Startup (<50),Americas,5.0,0,8.0,Zoom,Monday.com,8.0,4.7,5.8,7.6,23,5.6,37,4.7,2025-12-21
abc650e9,Hybrid,Marketing,Lead,6,Medium (200-1000),Americas,12.0,40,6.0,Microsoft Teams,Linear,6.9,4.9,5.7,6.7,52,6.6,26,3.6,2025-09-18
8d8da044,Remote,Marketing,Manager,10,Medium (200-1000),Europe,8.0,0,7.9,Discord,Trello,7.4,3.5,6.7,6.1,10,7.4,24,5.9,2025-09-13
3606ec1a,Remote,Product,Junior,0,Medium (200-1000),Asia-Pacific,3.8,0,8.0,Discord,Notion,9.1,6.0,3.2,10.0,9,8.4,45,2.9,2025-12-13
a82264be,Remote,Product,Junior,1,Small (50-200),Americas,5.4,0,8.0,Slack,Trello,7.6,6.3,6.8,8.0,14,5.5,33,4.5,2026-01-18
c52af337,Remote,Operations,Senior,5,Startup (<50),Asia-Pacific,3.1,0,8.0,Microsoft Teams,Monday.com,9.1,7.2,5.6,10.0,1,9.0,27,4.5,2025-10-06
f6f9653a,Hybrid,Product,Director,18,Medium (200-1000),Asia-Pacific,10.6,32,6.5,Discord,Monday.com,6.3,6.1,8.1,9.0,5,8.4,28,3.6,2025-09-30
7f92e62c,Remote,Sales,Senior,7,Enterprise (5000+),Americas,7.4,0,7.7,Slack,Asana,7.8,4.3,3.8,8.7,32,7.7,20,3.8,2025-08-26
e2a83c21,Office,Design,Mid,2,Small (50-200),Europe,14.7,89,4.4,Zoom,Monday.com,5.7,6.0,7.7,4.7,43,5.3,37,2.5,2025-08-20
a2dd222c,Remote,Sales,Mid,2,Medium (200-1000),Europe,2.6,0,8.0,Slack,Trello,6.0,6.8,7.9,5.9,38,4.7,30,4.9,2025-10-14
7e35fae5,Remote,Design,Manager,9,Large (1000-5000),Americas,4.9,0,8.0,Google Meet,Jira,6.0,6.2,5.5,8.8,24,9.9,20,4.9,2025-11-06
c3a0403c,Hybrid,HR,Mid,2,Medium (200-1000),Asia-Pacific,8.1,33,6.0,Slack,Linear,7.5,9.9,6.6,10.0,0,9.1,34,4.8,2025-11-23
1d65fb2e,Remote,Product,VP,28,Enterprise (5000+),Europe,5.0,0,8.0,Discord,Asana,4.0,3.9,6.4,10.0,13,8.7,15,5.0,2025-09-29
7ce0b7d9,Remote,Engineering,Junior,1,Large (1000-5000),Americas,7.1,0,8.0,Microsoft Teams,Trello,6.4,2.9,9.7,7.8,15,7.8,38,5.0,2025-09-02
e588a784,Remote,Product,Mid,3,Small (50-200),Europe,5.4,0,8.0,Slack,Trello,7.9,5.7,6.4,7.1,37,6.0,36,5.9,2025-08-13
cfe94eab,Office,Engineering,Mid,2,Small (50-200),Europe,14.0,87,5.0,Discord,Jira,5.1,6.6,8.9,4.7,34,5.8,29,2.1,2026-01-07
43e3d7e2,Office,Engineering,Junior,1,Small (50-200),Americas,14.2,69,4.4,Microsoft Teams,Notion,4.2,6.0,6.3,1.8,75,3.4,32,2.8,2025-08-09
3c32d1f0,Remote,Product,Senior,5,Startup (<50),Americas,5.4,0,8.0,Discord,Linear,8.5,4.8,4.9,8.1,31,7.6,34,5.7,2025-09-27
4efb2150,Office,HR,Lead,6,Startup (<50),Americas,14.8,31,5.0,Google Meet,Linear,7.5,10.0,10.0,6.4,26,7.5,34,1.0,2025-09-26
ac274d94,Office,HR,Senior,8,Small (50-200),Europe,8.3,31,6.2,Zoom,Asana,7.9,7.6,8.7,6.5,26,7.7,22,2.4,2025-10-28
fcdcd098,Remote,Operations,Mid,3,Startup (<50),Europe,2.8,0,8.0,Zoom,Linear,5.8,4.0,4.3,8.3,17,7.9,21,4.2,2025-12-20
aa936bfe,Hybrid,Product,Mid,4,Enterprise (5000+),Americas,5.1,31,6.9,Zoom,Linear,6.9,7.2,7.7,6.5,37,5.4,30,5.1,2025-11-10
c5cede1f,Hybrid,Operations,Senior,4,Small (50-200),Europe,5.2,24,7.2,Google Meet,Jira,9.2,9.3,6.0,8.9,22,9.3,25,3.3,2025-11-24
aeaf6a9f,Office,Marketing,Senior,4,Enterprise (5000+),Americas,12.0,30,6.1,Zoom,Jira,5.7,7.6,9.3,7.6,33,7.1,23,3.2,2025-11-10
6418f9ad,Hybrid,HR,Senior,4,Small (50-200),Americas,9.0,36,6.8,Google Meet,Monday.com,10.0,9.2,7.9,7.6,11,8.0,37,2.6,2025-10-05
790cc611,Hybrid,Marketing,Senior,4,Enterprise (5000+),Americas,5.7,28,6.8,Microsoft Teams,Linear,9.1,9.4,7.2,5.6,21,8.1,28,4.7,2025-10-24
29f9edb2,Office,Customer Support,VP,27,Medium (200-1000),Americas,6.4,54,6.8,Zoom,Notion,4.4,6.1,7.6,4.5,25,5.2,21,2.3,2026-01-20
52d05984,Remote,HR,Mid,2,Enterprise (5000+),Asia-Pacific,4.8,0,8.0,Discord,Monday.com,5.9,5.1,6.6,7.1,35,6.7,37,5.4,2025-12-12
503c048b,Office,Marketing,Senior,8,Medium (200-1000),Americas,10.7,72,5.6,Discord,Monday.com,7.7,8.6,9.4,2.0,59,6.7,35,1.5,2025-08-26
de26ebd6,Hybrid,Finance,VP,25,Small (50-200),Americas,10.8,24,6.1,Discord,Jira,8.5,6.6,5.9,9.8,22,7.9,29,2.0,2025-10-06
aaae9899,Hybrid,Product,VP,16,Startup (<50),Europe,9.5,18,6.5,Slack,Linear,7.4,5.7,7.9,6.6,49,6.7,36,3.7,2026-01-23
905f47cf,Hybrid,Customer Support,Senior,5,Enterprise (5000+),Europe,8.6,25,5.7,Google Meet,Monday.com,7.8,6.0,7.9,9.1,4,9.4,30,4.3,2025-11-04
9cf00e81,Office,Finance,Senior,7,Medium (200-1000),Europe,8.3,81,6.1,Microsoft Teams,Linear,5.7,9.2,6.8,6.5,23,7.9,19,0.5,2025-10-09
9fc8fc72,Office,Engineering,Senior,4,Enterprise (5000+),Asia-Pacific,13.1,36,5.3,Slack,Trello,6.7,6.8,6.5,5.6,40,5.0,23,1.9,2025-12-24
36696432,Hybrid,Finance,Manager,5,Medium (200-1000),Europe,11.0,32,5.7,Zoom,Trello,6.7,8.6,5.6,6.5,26,7.9,26,3.1,2025-09-06
96a2c98a,Office,Product,Senior,9,Startup (<50),Americas,6.8,61,5.6,Google Meet,Trello,7.4,7.1,7.0,4.8,34,6.2,32,2.4,2025-09-02
7d31dfb2,Hybrid,Product,Mid,4,Startup (<50),Asia-Pacific,6.5,41,6.5,Discord,Monday.com,10.0,4.4,6.1,7.8,14,5.5,51,4.1,2026-01-24
dd7fbbda,Hybrid,Engineering,Mid,2,Medium (200-1000),Americas,6.6,23,6.9,Google Meet,Trello,9.1,9.1,7.9,9.5,21,9.6,48,1.4,2026-01-26
b0385d47,Hybrid,HR,Lead,11,Medium (200-1000),Asia-Pacific,7.8,38,6.6,Zoom,Trello,6.0,6.4,6.2,8.5,15,7.3,30,1.2,2026-01-05
3e0743d0,Hybrid,Engineering,Manager,12,Medium (200-1000),Asia-Pacific,9.7,44,5.9,Discord,Monday.com,9.8,7.8,6.0,6.0,19,5.5,39,2.1,2025-10-18
a0bd17f0,Hybrid,Marketing,Junior,0,Large (1000-5000),Americas,8.5,27,6.0,Microsoft Teams,Monday.com,8.2,7.6,7.3,8.0,17,8.3,35,1.0,2025-08-04
f405d7e6,Hybrid,Product,Senior,9,Small (50-200),Americas,8.4,21,6.0,Microsoft Teams,Linear,9.3,6.4,7.2,7.1,8,8.4,36,6.6,2025-09-14
e7368b3e,Office,Finance,Senior,4,Medium (200-1000),Europe,11.9,69,5.6,Google Meet,Jira,6.4,6.7,7.3,5.5,43,6.7,24,2.9,2025-09-13
bb6d5c5d,Hybrid,Operations,Lead,6,Enterprise (5000+),Americas,4.1,35,7.4,Zoom,Monday.com,6.7,7.1,6.9,6.3,35,8.2,21,6.0,2025-12-20
9deb5df2,Remote,Sales,Junior,1,Medium (200-1000),Americas,6.5,0,8.0,Slack,Jira,7.0,5.5,5.2,7.5,34,6.1,33,5.5,2025-08-26
c32fd06f,Hybrid,Sales,Junior,1,Enterprise (5000+),Americas,4.9,40,7.0,Slack,Trello,5.8,6.6,7.0,10.0,0,9.6,42,3.9,2025-09-11
7967b08d,Remote,Engineering,Junior,1,Large (1000-5000),Americas,3.1,0,8.0,Zoom,Trello,8.7,5.6,5.4,8.9,20,6.7,43,4.0,2025-12-21
28de36e5,Hybrid,HR,Senior,6,Small (50-200),Asia-Pacific,9.5,31,6.8,Microsoft Teams,Linear,5.5,7.9,6.8,10.0,0,8.0,22,3.0,2025-08-05
1eaa7928,Remote,Customer Support,Junior,1,Small (50-200),Asia-Pacific,3.3,0,8.0,Google Meet,Monday.com,8.3,6.4,5.8,7.5,36,8.1,49,6.1,2025-11-23
5b389703,Remote,Design,Senior,4,Large (1000-5000),Europe,4.1,0,8.0,Discord,Monday.com,8.7,4.9,7.7,10.0,7,8.5,32,5.6,2025-11-06
0a5fb546,Office,Customer Support,Manager,7,Small (50-200),Asia-Pacific,12.3,76,5.2,Zoom,Monday.com,6.2,6.8,7.7,7.6,19,6.6,28,2.2,2025-09-02
5f67bc74,Office,Marketing,VP,26,Medium (200-1000),Middle East/Africa,8.3,88,5.7,Zoom,Trello,2.9,9.4,6.3,7.4,0,8.1,23,1.9,2025-08-24
8c7963e1,Remote,Sales,Mid,4,Medium (200-1000),Europe,2.8,0,8.0,Discord,Asana,7.5,6.0,4.1,6.5,33,7.2,43,5.6,2025-10-11
0d607bd0,Office,Marketing,Mid,4,Enterprise (5000+),Asia-Pacific,8.6,40,5.9,Google Meet,Linear,7.7,9.5,7.8,6.7,16,6.0,36,2.8,2025-12-17
8790e212,Remote,Design,VP,21,Enterprise (5000+),Asia-Pacific,6.2,0,8.0,Slack,Monday.com,7.4,5.8,6.4,9.0,0,10.0,34,4.3,2025-12-05
89e61dd3,Remote,Design,VP,23,Medium (200-1000),Europe,5.6,0,8.0,Discord,Monday.com,8.5,1.7,4.9,3.8,50,5.3,32,4.8,2026-01-01
86551e36,Hybrid,Design,Senior,6,Enterprise (5000+),Americas,5.7,16,7.0,Discord,Asana,5.7,7.9,5.4,7.3,20,7.5,24,4.1,2025-08-08
5b2870da,Hybrid,Customer Support,Manager,9,Large (1000-5000),Americas,7.0,39,7.7,Discord,Trello,9.5,7.1,9.7,9.3,0,8.1,31,2.9,2025-10-12
5cbb225c,Hybrid,Sales,Senior,4,Medium (200-1000),Middle East/Africa,7.2,30,5.9,Microsoft Teams,Monday.com,4.8,6.3,8.5,9.4,3,8.0,20,2.9,2026-01-18
7c556cc4,Remote,Finance,Junior,0,Medium (200-1000),Europe,7.3,0,7.9,Discord,Jira,7.3,6.3,6.7,7.0,28,7.6,38,4.3,2025-12-03
c98aee2a,Remote,Marketing,Mid,4,Enterprise (5000+),Middle East/Africa,7.7,0,7.0,Discord,Asana,7.0,6.0,6.7,6.6,35,3.9,43,3.6,2025-09-19
f0bfac99,Office,HR,Manager,14,Medium (200-1000),Americas,14.6,69,5.1,Slack,Linear,5.8,7.7,8.3,5.4,37,6.3,24,2.6,2025-12-28
b4745fe2,Hybrid,Finance,Mid,3,Medium (200-1000),Europe,4.8,41,6.7,Slack,Notion,5.7,6.1,8.4,5.3,35,7.7,35,4.2,2025-11-12
ff8ac5c6,Remote,HR,Manager,6,Small (50-200),Europe,3.0,0,8.0,Discord,Asana,8.2,6.6,6.2,7.8,12,8.3,42,5.4,2025-11-30
392188e1,Office,Operations,Manager,9,Enterprise (5000+),Middle East/Africa,11.8,37,5.0,Slack,Notion,6.5,8.1,9.1,3.5,66,3.9,33,3.9,2025-08-10
5adb17ea,Remote,Customer Support,Junior,1,Large (1000-5000),Americas,4.5,0,8.0,Microsoft Teams,Trello,8.3,4.8,5.3,7.4,8,6.7,42,6.7,2025-11-24
3bcbfc56,Remote,Sales,Mid,4,Large (1000-5000),Americas,6.2,0,7.5,Google Meet,Monday.com,7.5,4.3,4.6,8.9,18,6.6,34,5.7,2025-08-10
10c09de5,Hybrid,Engineering,Mid,3,Medium (200-1000),Europe,10.7,16,5.4,Microsoft Teams,Monday.com,6.8,8.8,5.6,6.6,20,7.9,35,2.1,2025-12-07
5e0473a7,Office,Sales,Mid,3,Small (50-200),Americas,14.0,54,4.2,Discord,Linear,4.1,10.0,8.7,4.1,50,4.9,28,3.1,2025-08-21
8a27e325,Remote,Product,Junior,1,Large (1000-5000),Americas,6.2,0,8.0,Zoom,Linear,7.8,7.5,6.0,6.3,28,6.0,46,4.2,2025-12-05
43eb7ee5,Hybrid,Operations,Junior,0,Startup (<50),Americas,4.4,44,6.4,Google Meet,Linear,6.4,7.4,6.2,5.5,34,6.0,39,4.7,2026-01-10
b157be4c,Remote,Operations,VP,15,Startup (<50),Europe,2.4,0,8.0,Microsoft Teams,Monday.com,10.0,5.0,6.1,5.8,26,5.7,34,4.4,2025-08-04
819c7322,Office,Sales,Junior,0,Enterprise (5000+),Asia-Pacific,14.6,67,4.7,Microsoft Teams,Notion,6.6,10.0,7.3,4.7,40,4.0,34,2.1,2025-08-10
f5059df8,Hybrid,Product,Junior,0,Enterprise (5000+),Americas,7.7,37,6.1,Slack,Linear,8.6,6.5,8.0,6.4,12,7.3,47,3.1,2025-12-12
411e9893,Hybrid,Marketing,Mid,3,Small (50-200),Americas,10.8,38,5.3,Google Meet,Monday.com,7.9,7.0,9.2,5.1,35,7.7,43,3.0,2025-08-23
02744125,Hybrid,HR,Manager,11,Medium (200-1000),Americas,5.0,33,6.3,Google Meet,Jira,5.4,6.5,6.5,9.8,14,10.0,21,3.7,2025-10-20
28028061,Hybrid,Finance,Lead,7,Small (50-200),Europe,8.3,36,6.1,Zoom,Monday.com,7.0,7.7,8.5,10.0,10,8.4,34,2.4,2025-10-26
94dec1cf,Hybrid,Sales,Lead,7,Large (1000-5000),Middle East/Africa,10.5,37,6.1,Google Meet,Notion,4.5,7.5,5.8,4.3,45,5.9,19,3.6,2025-10-13
14819fd3,Office,Product,Senior,7,Small (50-200),Americas,9.5,40,5.7,Discord,Asana,4.3,6.9,7.6,5.5,15,5.1,17,2.3,2025-08-24
cab759f2,Hybrid,Design,Lead,8,Small (50-200),Americas,5.1,38,6.9,Zoom,Jira,7.6,7.3,7.9,10.0,1,7.7,34,4.4,2025-11-15
09d1871d,Office,Operations,Mid,4,Medium (200-1000),Europe,8.8,76,4.9,Zoom,Linear,5.6,9.5,5.4,5.3,26,4.2,24,3.3,2025-09-19
04f16164,Hybrid,Finance,Junior,1,Large (1000-5000),Americas,4.0,40,7.6,Google Meet,Linear,7.4,7.5,7.0,7.6,29,8.2,43,2.0,2025-11-01
beb35bb9,Hybrid,Product,Mid,2,Small (50-200),Americas,9.2,34,6.7,Zoom,Trello,6.5,7.1,7.4,10.0,7,8.8,39,3.8,2025-12-15
a28c49fd,Remote,Engineering,Senior,7,Startup (<50),Middle East/Africa,2.5,0,8.0,Zoom,Asana,9.9,6.1,6.7,8.3,39,8.5,35,5.4,2025-08-30
572fa7e7,Hybrid,Marketing,Senior,7,Enterprise (5000+),Asia-Pacific,6.0,19,7.2,Zoom,Trello,6.6,8.3,8.2,7.8,0,7.9,28,5.3,2025-09-09
1c2d6eb4,Remote,Engineering,Manager,13,Small (50-200),Asia-Pacific,5.1,0,8.0,Google Meet,Notion,6.3,5.2,5.3,10.0,20,8.6,23,4.3,2025-12-13
7ce6b169,Hybrid,Engineering,Lead,9,Small (50-200),Americas,7.5,39,6.2,Google Meet,Linear,10.0,8.6,7.6,6.4,33,6.9,30,3.6,2025-12-12
b8692313,Remote,HR,Lead,7,Small (50-200),Europe,7.1,0,8.0,Discord,Jira,9.6,5.9,6.9,8.9,18,7.8,43,5.0,2025-12-01
bbf6ded2,Hybrid,Engineering,Mid,4,Startup (<50),Americas,4.7,23,6.8,Zoom,Notion,4.8,7.9,5.8,10.0,0,8.2,29,3.6,2025-08-02
d8121c1c,Hybrid,Finance,Lead,6,Small (50-200),Asia-Pacific,8.6,31,7.1,Zoom,Notion,8.8,6.8,8.8,9.3,5,10.0,28,2.9,2025-09-28
07515521,Remote,Product,Mid,2,Medium (200-1000),Middle East/Africa,7.5,0,8.0,Google Meet,Trello,7.0,5.4,6.1,9.1,10,7.5,36,4.7,2025-10-21
2c70b85f,Hybrid,Product,Lead,6,Large (1000-5000),Asia-Pacific,5.7,21,6.5,Discord,Jira,7.0,6.6,8.6,5.9,9,6.2,30,5.5,2025-12-07
7c8494e7,Hybrid,Marketing,Senior,5,Medium (200-1000),Europe,10.9,40,5.2,Slack,Asana,7.1,6.7,8.1,9.1,11,8.6,30,4.4,2025-08-20
985a15aa,Hybrid,Finance,Junior,1,Medium (200-1000),Americas,6.8,29,7.0,Microsoft Teams,Trello,5.5,8.5,6.2,4.9,39,4.2,30,4.8,2025-12-07
7e5d3ba0,Remote,Marketing,Manager,12,Large (1000-5000),Europe,4.3,0,8.0,Zoom,Jira,9.5,4.0,6.8,6.4,37,8.7,42,3.7,2025-11-10
0743f5e9,Hybrid,HR,Junior,1,Medium (200-1000),Americas,6.6,35,7.0,Slack,Monday.com,8.0,7.4,4.8,9.7,0,6.7,41,5.0,2025-09-22
f2e14733,Remote,Marketing,Manager,7,Medium (200-1000),Europe,4.7,0,8.0,Zoom,Trello,7.5,5.8,5.6,7.6,20,7.4,29,5.2,2025-11-29
67b5926e,Hybrid,Engineering,Lead,7,Small (50-200),Middle East/Africa,7.7,39,6.3,Microsoft Teams,Trello,5.7,5.1,7.0,7.9,15,7.5,28,4.7,2025-11-26
11c7657e,Office,Sales,Senior,4,Medium (200-1000),Americas,6.4,27,6.8,Slack,Trello,5.4,5.3,6.1,4.8,34,6.0,32,2.4,2025-12-15
e7a64411,Hybrid,Sales,Lead,8,Large (1000-5000),Americas,9.3,19,5.7,Google Meet,Trello,6.1,8.3,7.9,7.7,11,9.3,17,4.5,2025-08-27
62b39ab8,Remote,Engineering,Manager,10,Small (50-200),Americas,5.7,0,7.6,Microsoft Teams,Monday.com,10.0,4.2,5.8,6.5,37,6.4,31,5.7,2025-10-21
cbf5519e,Remote,Sales,Director,13,Medium (200-1000),Americas,6.3,0,8.0,Zoom,Linear,8.1,6.1,4.3,10.0,13,7.5,28,6.4,2026-01-09
a0f11f3a,Office,Customer Support,Mid,2,Medium (200-1000),Europe,9.5,56,4.9,Slack,Linear,3.3,7.1,4.2,4.5,20,5.7,23,3.3,2026-01-22
5b26ee71,Remote,Design,Mid,2,Small (50-200),Middle East/Africa,5.4,0,8.0,Discord,Asana,7.7,4.2,2.5,9.4,18,8.2,34,5.8,2025-08-21
864fab61,Remote,HR,Director,11,Large (1000-5000),Europe,7.1,0,8.0,Microsoft Teams,Jira,9.3,5.6,6.4,10.0,16,6.9,36,6.3,2025-11-08
26a82a4a,Remote,Product,Senior,7,Startup (<50),Americas,3.4,0,8.0,Zoom,Monday.com,5.7,8.8,7.6,8.3,39,7.4,25,3.4,2025-12-18
28187cbb,Remote,Operations,Lead,10,Medium (200-1000),Americas,4.9,0,8.0,Slack,Asana,5.5,5.2,6.0,8.2,17,9.3,28,5.1,2025-11-28
74e557d3,Office,Customer Support,Manager,11,Enterprise (5000+),Asia-Pacific,6.1,88,6.5,Zoom,Asana,5.0,8.8,10.0,7.8,27,7.8,24,4.1,2025-08-23
97583d89,Office,Customer Support,Junior,1,Small (50-200),Asia-Pacific,10.8,24,4.5,Discord,Notion,5.9,7.7,6.0,6.0,26,5.9,37,3.1,2025-09-24
46c2bbd3,Remote,HR,Mid,4,Startup (<50),Middle East/Africa,5.9,0,8.0,Discord,Monday.com,7.6,6.9,1.1,5.4,48,6.5,39,4.6,2025-08-23
a2289e36,Office,Design,Mid,4,Small (50-200),Middle East/Africa,14.5,44,4.9,Zoom,Linear,4.5,8.9,6.9,6.6,27,6.4,24,2.5,2025-12-31
fb6c90cc,Office,Operations,Junior,1,Large (1000-5000),Americas,8.1,46,6.3,Microsoft Teams,Jira,3.7,8.4,6.9,5.6,27,4.3,23,2.5,2025-08-21
d114d7ab,Remote,Engineering,Manager,6,Medium (200-1000),Europe,2.9,0,8.0,Google Meet,Notion,6.9,6.6,6.8,7.5,30,8.7,27,6.0,2025-11-05
bc2c1ce4,Remote,Operations,Senior,9,Medium (200-1000),Europe,4.6,0,8.0,Zoom,Notion,6.7,6.8,5.5,6.4,36,6.6,30,6.9,2025-09-08
8722d147,Hybrid,HR,Senior,9,Large (1000-5000),Europe,6.9,21,6.5,Microsoft Teams,Notion,8.1,8.2,7.0,8.8,20,8.6,25,5.3,2025-11-27
becff5df,Hybrid,Operations,Senior,9,Medium (200-1000),Americas,10.5,25,5.3,Discord,Trello,9.0,7.6,6.0,8.4,18,7.8,23,4.5,2025-09-08
86f2dd82,Remote,Marketing,Director,11,Small (50-200),Europe,2.1,0,8.0,Slack,Jira,6.6,5.9,7.3,9.7,20,7.8,25,3.8,2025-12-30
6470cd29,Office,Customer Support,Lead,10,Medium (200-1000),Asia-Pacific,8.5,48,6.1,Microsoft Teams,Monday.com,6.5,7.4,9.2,2.5,45,4.4,26,3.6,2025-09-21
029b096a,Remote,Customer Support,Mid,4,Enterprise (5000+),Asia-Pacific,6.1,0,7.9,Microsoft Teams,Notion,8.2,2.8,6.5,8.9,15,8.9,33,3.8,2026-01-09
533ad0fe,Remote,Product,Mid,3,Enterprise (5000+),Europe,6.8,0,7.5,Slack,Linear,7.5,5.9,7.3,10.0,0,7.9,39,5.2,2025-11-10
c539505b,Hybrid,Finance,Lead,9,Enterprise (5000+),Asia-Pacific,10.9,41,5.9,Google Meet,Jira,6.4,8.8,10.0,9.7,33,8.5,29,3.8,2025-09-09
0a48b838,Remote,Customer Support,Senior,6,Enterprise (5000+),Americas,5.4,0,8.0,Microsoft Teams,Asana,7.1,7.6,10.0,10.0,0,9.3,25,5.9,2025-10-09
012fa465,Hybrid,Finance,VP,16,Large (1000-5000),Europe,4.4,19,7.6,Discord,Jira,7.9,8.0,5.3,6.4,16,6.9,39,3.6,2025-12-15
d3b487b4,Office,HR,Lead,6,Small (50-200),Americas,7.3,66,6.6,Microsoft Teams,Monday.com,6.4,6.9,4.4,4.7,24,7.1,26,3.7,2025-10-19
e9fe08c9,Hybrid,Operations,Manager,9,Small (50-200),Americas,7.5,29,6.4,Zoom,Notion,5.4,9.3,8.3,6.7,23,8.4,20,4.5,2025-09-27
